hashed_userid,masked_username,location,following,followers,totaltweets,usercreateddt,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,favorite_count,is_retweet,original_tweet_id,in_reply_to_status_id,is_quote_status,quoted_status_id,extractedts,urbanized,auto_label,score,wrong_label,irrelevant,manual_label
19917368490449815903,*****tonMa,"('Acton', 'MA')",768,817,25213,2017-10-25,1543198560069509121,2022-07-02 11:43:02,3,Wake up and feel like speaking out about the urgency of #abortionaccess? Find us sat 10:00 🕙 near Park Street - USA is one country and our human rights should be protected EVERYWhere 🇺🇸 #Roeact #RoeVWade #Green4Abortion #AbortionIsEssential #planc #AbortionRightsAreHumanRights https://t.co/Al85eHzsX4,"[{'text': 'abortionaccess', 'indices': [56, 71]}, {'text': 'Roeact', 'indices': [186, 193]}, {'text': 'RoeVWade', 'indices': [194, 203]}, {'text': 'Green4Abortion', 'indices': [204, 219]}, {'text': 'AbortionIsEssential', 'indices': [220, 240]}, {'text': 'planc', 'indices': [241, 247]}, {'text': 'AbortionRightsAreHumanRights', 'indices': [248, 277]}]",en,0,True,1543094440528683008,0,False,0,2022-07-02 14:36:09.405538,0,0,0.9874066710472107,0,0,0
19917368490449815903,*****tonMa,"('Acton', 'MA')",769,819,25469,2017-10-25,1546971793264676875,2022-07-12 21:36:31,5,"Every woman should be able to make health choices for herself with her doctor.

Extremists in the GOP are actively working to stop that.

Help @FieldTeam_6 #RegisterDemocrats! More Dems = more 'pro-choice officials'!

 #BansOffOurBodies #Voterizer https://t.co/DruOjo7Ua5","[{'text': 'RegisterDemocrats', 'indices': [156, 174]}, {'text': 'BansOffOurBodies', 'indices': [219, 236]}, {'text': 'Voterizer', 'indices': [237, 247]}]",en,0,True,1546961729241944064,0,False,0,2022-07-13 01:16:07.736810,0,0,0.9960389137268066,0,0,0
34818216770331856406,********ridgeMA,"('Acton', 'MA')",3588,12874,77516,2010-02-26,1547947505203044357,2022-07-15 14:13:39,2,"This week, @MA_Senate passed a robust #reproductiverights &amp; #genderaffirming #healthcare bill that expands access to abortions for &amp; protects #Massachusetts healthcare from hostile states. Proud of the quick actions the Senate has taken in response to the repeal of #RoevsWade https://t.co/AlqJhe9bRZ","[{'text': 'reproductiverights', 'indices': [38, 57]}, {'text': 'genderaffirming', 'indices': [64, 80]}, {'text': 'healthcare', 'indices': [81, 92]}, {'text': 'Massachusetts', 'indices': [150, 164]}, {'text': 'RoevsWade', 'indices': [274, 284]}]",en,6,False,0,0,False,0,2022-07-15 17:52:46.430925,0,1,0.9980980753898621,1,0,0
19917368490449815903,*****tonMa,"('Acton', 'MA')",770,823,25723,2017-10-25,1547948582803648513,2022-07-15 14:17:56,2,"This week, @MA_Senate passed a robust #reproductiverights &amp; #genderaffirming #healthcare bill that expands access to abortions for &amp; protects #Massachusetts healthcare from hostile states. Proud of the quick actions the Senate has taken in response to the repeal of #RoevsWade https://t.co/AlqJhe9bRZ","[{'text': 'reproductiverights', 'indices': [38, 57]}, {'text': 'genderaffirming', 'indices': [64, 80]}, {'text': 'healthcare', 'indices': [81, 92]}, {'text': 'Massachusetts', 'indices': [150, 164]}, {'text': 'RoevsWade', 'indices': [274, 284]}]",en,0,True,1547947505203044352,0,False,0,2022-07-15 18:37:51.106483,0,1,0.9980980753898621,1,0,0
19917368490449815903,*****tonMa,"('Acton', 'MA')",768,817,25213,2017-10-25,1543201490600353793,2022-07-02 11:54:41,78,"Just saw a BRILLIANT idea on TikTok. 

Since the @GOP cares SO MUCH about our uterus's, we should call every rep DAILY with an update. 

Call Governor, state Reps, Congress, Senator every damn day with an update. 

#RoeVsWade","[{'text': 'RoeVsWade', 'indices': [215, 225]}]",en,0,True,1543068452079841280,0,False,0,2022-07-02 14:36:08.179365,0,1,0.7712416052818298,1,0,0
34818216770331856406,********ridgeMA,"('Acton', 'MA')",3590,12867,77512,2010-02-26,1547298363523072001,2022-07-13 19:14:11,1,We have a unique opportunity to secure the #reproductiverights that Massachusetts residents and people coming in from out of state both need and deserve. We must meet this moment with bold and comprehensive legislative action. #mapoli #RoeVWade,"[{'text': 'reproductiverights', 'indices': [43, 62]}, {'text': 'mapoli', 'indices': [227, 234]}, {'text': 'RoeVWade', 'indices': [235, 244]}]",en,0,True,1547292681650446336,0,False,0,2022-07-14 00:48:01.896120,0,1,0.9997681975364685,1,0,0
19917368490449815903,*****tonMa,"('Acton', 'MA')",770,822,25648,2017-10-25,1547708063502635010,2022-07-14 22:22:12,5,"I'm signed on to write and send at least 25 by Sunday. Join me/us - it's an easy, quick, and fun way to get involved. 

Text JOIN to (484) 275-2229 
#PostcardsToVoters #RoeVWade https://t.co/VyePs7oep8","[{'text': 'PostcardsToVoters', 'indices': [149, 167]}, {'text': 'RoeVWade', 'indices': [168, 177]}]",en,0,True,1547702258900430848,0,True,1547636237946593280,2022-07-15 00:51:26.866590,0,1,0.9991125464439392,0,1,1
34818216770331856406,********ridgeMA,"('Acton', 'MA')",3588,12865,77512,2010-02-26,1547298345420525568,2022-07-13 19:14:07,1,"☑️expanding post-miscarriage postpartum depression care
☑️curbing violence and harassment at reproductive health care facilities
☑️addressing Massachusetts TRAP laws that create unnecessary barriers to #abortion access.
https://t.co/QIJm2ATdhQ.","[{'text': 'abortion', 'indices': [202, 211]}]",en,0,True,1547292679637278720,0,False,0,2022-07-13 21:18:11.063845,0,0,0.9963963627815247,0,0,0
74983551406485259750,******velar,"('Algonquin', 'IL')",39,45,994,2022-01-03,1553581884365578251,2022-07-31 03:22:40,0,"As @Sen_JoeManchin said in May when he voted to filibuster Women's Health Protection Act, @Foster4Congress proven liar saying it would restore what SCOTUS took away.

#WHPA goes far beyond #RoeVWade like rolling back reasonable restrictions states implemented under Webster #IL11. https://t.co/nRgtu5Tjfg","[{'text': 'WHPA', 'indices': [167, 172]}, {'text': 'RoeVWade', 'indices': [189, 198]}, {'text': 'IL11', 'indices': [274, 279]}]",en,0,False,0,0,True,1552480163669188608,2022-07-31 17:24:30.178079,0,0,0.5261672139167786,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",39,45,1017,2022-01-03,1553796467978018816,2022-07-31 17:35:20,0,"@RBReich Wrong again @RBReich!

@Sen_JoeManchin voted against cloture of Women's Health Protection Act in February and in May and will do so again.

Manchin accurately pointed out #WHPA goes beyond codifying #RoeVWade and pointed out in detail here. #IL11 #Abortion https://t.co/DEvBVQjbUg","[{'text': 'WHPA', 'indices': [180, 185]}, {'text': 'RoeVWade', 'indices': [208, 217]}, {'text': 'IL11', 'indices': [250, 255]}, {'text': 'Abortion', 'indices': [256, 265]}]",en,0,False,0,1553759448086319104,False,0,2022-08-01 08:25:46.054788,0,0,0.6919209957122803,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",44,50,1151,2022-01-03,1555966054131712002,2022-08-06 17:16:30,0,"@zoegalland No. @LillyPad is bluffing.

They will not leave Indiana and companies have it too good in Indiana.

Don't let anyone say they'll leave your state over abortion-on-demand. They won't.

Companies leaving Illinois for Texas and Florida &amp; Illinois has most pro #Abortion laws. #twill","[{'text': 'Abortion', 'indices': [273, 282]}, {'text': 'twill', 'indices': [289, 295]}]",en,0,False,0,1555944249069297664,False,0,2022-08-06 21:06:40.919956,0,0,0.9748625159263611,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",38,44,880,2022-01-03,1552271541626408961,2022-07-27 12:35:49,0,"Whole truth of #WHPA what @Foster4Congress got wrong and @CatalinaLauf been silent in #IL11.

Proof @HouseDemocrats did more than codify #RoeVsWade Jul 15 &amp; where @MayraFlores2022 &amp; @Sen_JoeManchin right, and how all candidates must be vetted. #TX34 #twill https://t.co/DEvBVQjbUg","[{'text': 'WHPA', 'indices': [15, 20]}, {'text': 'IL11', 'indices': [86, 91]}, {'text': 'RoeVsWade', 'indices': [137, 147]}, {'text': 'TX34', 'indices': [252, 257]}, {'text': 'twill', 'indices': [258, 264]}]",en,0,False,0,0,False,0,2022-07-27 21:31:32.246155,0,0,0.9951411485671997,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",51,42,929,2022-01-03,1548795015610122242,2022-07-17 22:21:21,0,"@ssudswilowicz Focus on, ""...including a prohibition or restriction on a particular abortion procedure.""

#WHPA goes too far beyond #RoeVWade since it goes after state laws ruled constitutional under Webster vs Reproductive Health Services.

@Sen_JoeManchin very clear he opposes such bill #IL11","[{'text': 'WHPA', 'indices': [106, 111]}, {'text': 'RoeVWade', 'indices': [132, 141]}, {'text': 'IL11', 'indices': [290, 295]}]",en,0,False,0,1548793542759292928,False,0,2022-07-18 10:54:10.843470,0,0,0.9867759346961975,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",40,46,1034,2022-01-03,1554260914009948161,2022-08-02 00:20:53,0,"@ssudswilowicz @MayraFlores2022 @CasandraLGarcia @monica4congress @yestoyesli @LChavezDeRemer @alexisjohnsonnm @tanyaforarizona @VoteAPL @swaffarcongress @CatalinaLauf @RNCLatinos @NRCC @VoteVicente @RepCuellar @repmayraflores I'm sure Congresswoman Mayra Flores' campaign in #TX34 &amp; Cassy Garcia's campaign in #TX28 will point out policy trend-breaks in the voting records of Congressmen Cuellar and Gonzalez.

Cuellar's votes against #Abortion &amp; #PROAct are consistent. His #2A votes are not. #IL11 @NRCC","[{'text': 'TX34', 'indices': [276, 281]}, {'text': 'TX28', 'indices': [315, 320]}, {'text': 'Abortion', 'indices': [440, 449]}, {'text': 'PROAct', 'indices': [456, 463]}, {'text': '2A', 'indices': [484, 487]}, {'text': 'IL11', 'indices': [503, 508]}]",en,1,False,0,1554259589906006016,False,0,2022-08-02 02:57:13.397793,0,0,0.9856062531471252,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",38,44,897,2022-01-03,1552356606297444355,2022-07-27 18:13:50,0,"@RichforGA Yes Dr. @RichforGA.

Just as @TeamPelosi trying to redefine #RoeVWade by claiming to ""codify"" was what @HouseDemocrats passed back on July 15.

Truth, at same time, they're trying to repeal state laws! #GA06 #GA6 #GApol

https://t.co/DEvBVQjbUg","[{'text': 'RoeVWade', 'indices': [71, 80]}, {'text': 'GA06', 'indices': [213, 218]}, {'text': 'GA6', 'indices': [219, 223]}, {'text': 'GApol', 'indices': [224, 230]}]",en,0,False,0,1552295924780638208,False,0,2022-07-28 08:17:23.916488,0,0,0.9971405267715454,0,0,0
74983551406485259750,******velar,"('Algonquin', 'IL')",41,47,1067,2022-01-03,1554585354333822976,2022-08-02 21:50:05,0,"@MurderMittens9 @LilaGraceRose I know what gaslighting is/means, and Democrats saying Women's Health Protection Act just ""codifies"" #RoeVWade when truth it goes far beyond codifying is gaslighting.

That's why @Sen_JoeManchin voted against cloture of #WHPA twice, and will again.

Come November 8 #RedWave2022","[{'text': 'RoeVWade', 'indices': [132, 141]}, {'text': 'WHPA', 'indices': [251, 256]}, {'text': 'RedWave2022', 'indices': [297, 309]}]",en,0,False,0,1554565652920295424,False,0,2022-08-03 04:29:14.756013,0,0,0.994579553604126,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",38,44,899,2022-01-03,1552366063504982017,2022-07-27 18:51:25,0,"@KeithPekau Since Jedi mind trick of choice is gaslighting, please be vocal about @TeamPelosi attempting to do as ""codifying"" #RoeVWade which @SeanCasten supported on July 15 for 2nd time, the euphemistically named Women's Health Protection Act. #IL06 #IL6 #twill https://t.co/DEvBVQjbUg","[{'text': 'RoeVWade', 'indices': [126, 135]}, {'text': 'IL06', 'indices': [246, 251]}, {'text': 'IL6', 'indices': [252, 256]}, {'text': 'twill', 'indices': [257, 263]}]",en,0,False,0,1552343966833688576,False,0,2022-07-28 11:32:38.745093,0,0,0.8434399962425232,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",41,47,1073,2022-01-03,1554622958118862851,2022-08-03 00:19:31,0,@FreeAtLast2021 @MurderMittens9 @LilaGraceRose @Sen_JoeManchin Frankly I don't have to. #RoeVWade being overturned is law-of-the-land.,"[{'text': 'RoeVWade', 'indices': [88, 97]}]",en,0,False,0,1554622645315977216,False,0,2022-08-03 05:29:19.680411,0,0,0.9770025014877319,1,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",50,42,900,2022-01-03,1548361158582628359,2022-07-16 17:37:22,1,"Thank you Congresswoman @MayraFlores2022 for your vote yesterday against so-called Women's Health Protection Act which goes far beyond codifying #RoeVWade.

May #TX34 remember you stood for life while opponent voted opposite.

#LatinaRedWave 
#TX15 #TX28 #VA07 #NM03 #OR05 #IL11 https://t.co/hU65OU6X6D https://t.co/c1RldE0Vbj","[{'text': 'RoeVWade', 'indices': [145, 154]}, {'text': 'TX34', 'indices': [161, 166]}, {'text': 'LatinaRedWave', 'indices': [227, 241]}, {'text': 'TX15', 'indices': [243, 248]}, {'text': 'TX28', 'indices': [249, 254]}, {'text': 'VA07', 'indices': [255, 260]}, {'text': 'NM03', 'indices': [261, 266]}, {'text': 'OR05', 'indices': [267, 272]}, {'text': 'IL11', 'indices': [273, 278]}]",en,4,False,0,0,True,1548359050781282304,2022-07-16 22:55:01.046148,0,1,0.9386934638023376,0,0,1
74983551406485259750,******velar,"('Algonquin', 'IL')",38,43,842,2022-01-03,1551777337594765312,2022-07-26 03:52:02,0,"Looking forward to the next masterpiece from @JimmySportToons.

WHPA HR8296 goes way beyond codifying #RoeVWade Madame Vice President! https://t.co/Oa4GA1wzTv","[{'text': 'RoeVWade', 'indices': [102, 111]}]",en,0,False,0,0,True,1551775605229867008,2022-07-26 13:15:38.282166,0,1,0.9261046648025513,0,1,1
74983551406485259750,******velar,"('Algonquin', 'IL')",41,47,1080,2022-01-03,1554838594933628928,2022-08-03 14:36:23,0,"@ssudswilowicz @CatalinaLauf @Foster4Congress The KS vote reflects what SCOTUS intended when #RoeVWade overturned...decisions on abortion goes to the states, and KS voters on a constitutional amendment voted what they wanted.

No matter what one thinks of the decision itself, the decision was at state level and not DC. #IL11","[{'text': 'RoeVWade', 'indices': [93, 102]}, {'text': 'IL11', 'indices': [321, 326]}]",en,0,False,0,1554827621837463552,False,0,2022-08-03 19:30:32.027299,0,0,0.9353384375572205,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1908,726,75537,2018-09-15,1558158144433491970,2022-08-12 18:27:05,9573,"Whose choice?
Texas women no longer have a choice to make their most personal decision. This is wrong! Texans need to fight back and vote for Democrats this November and vote against TxGOP. Vote them out!
#WhoseChoice #MAGAtheGood #WomensRights #TxLege https://t.co/vHyHMVbBTa","[{'text': 'WhoseChoice', 'indices': [205, 217]}, {'text': 'MAGAtheGood', 'indices': [218, 230]}, {'text': 'WomensRights', 'indices': [231, 244]}, {'text': 'TxLege', 'indices': [245, 252]}]",en,0,True,1551522653705576448,0,False,0,2022-08-13 19:49:42.277553,0,0,0.9991791844367981,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1861,689,72148,2018-09-15,1555163497021018115,2022-08-04 12:07:25,108,"Whoever is advising the GOP is either the worst strategist or an undercover Democrat. They totally underestimated the impact of overturning #RoeVsWade, of voting AGAINST veterans, of continuing to push the BIG LIE, of supporting fringe candidates. 

#FreshVotesBlue 
#VoteBlue2022 https://t.co/9biUfqUBd5","[{'text': 'RoeVsWade', 'indices': [140, 150]}, {'text': 'FreshVotesBlue', 'indices': [250, 265]}, {'text': 'VoteBlue2022', 'indices': [267, 280]}]",en,0,True,1554790092195102720,0,False,0,2022-08-05 00:32:57.028578,0,0,0.9976398944854736,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1744,597,66803,2018-09-15,1548864036221198337,2022-07-18 02:55:37,1,"#RoeVsWade doesn't exist. Energy companies pollute our air and water. Kids are pressured to pray in school. Gay Americans are bullied to hide their sexuality. Gun restrictions are torn down. White supremacists openly walk the streets.

Welcome to America in... 2022?

#EPA #LGBTQ https://t.co/AU7eUM7ELP","[{'text': 'RoeVsWade', 'indices': [0, 10]}, {'text': 'EPA', 'indices': [268, 272]}, {'text': 'LGBTQ', 'indices': [273, 279]}]",en,0,True,1543712209204830208,0,False,0,2022-07-18 15:09:52.105527,0,0,0.995585560798645,0,0,0
17548262154122100446,****dger,"('Anniston', 'AL')",4965,3665,18010,2009-05-28,1548793152458395649,2022-07-17 22:13:57,656,The last time people weren't allowed to travel freely across state lines for any reason might have been during slavery.  #WomensRights,"[{'text': 'WomensRights', 'indices': [121, 134]}]",en,0,True,1548377870728192000,0,False,0,2022-07-18 10:09:05.074685,0,0,0.9700527787208557,0,0,0
17548262154122100446,****dger,"('Anniston', 'AL')",4991,3719,18528,2009-05-28,1556390129228566529,2022-08-07 21:21:37,182,"IN GOP State Rep. J. Michael Davisson thinks  a pregnant woman who could lose her life for being unable to have an abortion just needs to “accept death as a consequence of life.""

Denying a woman healthcare is murder not a consequence of life. 

#CodifyRoe 
#ONEV1 
#FreshWords","[{'text': 'CodifyRoe', 'indices': [246, 256]}, {'text': 'ONEV1', 'indices': [258, 264]}, {'text': 'FreshWords', 'indices': [266, 277]}]",en,0,True,1556240225118076928,0,False,0,2022-08-07 23:08:43.248618,0,0,0.991177499294281,0,0,0
17548262154122100446,****dger,"('Anniston', 'AL')",5000,3697,18368,2009-05-28,1554872815727378435,2022-08-03 16:52:22,81,@itsJeffTiedrich I hope #Alito is having a really bad night! I really don't care do you? #Kansas #Abortion #AbortionRights #BlueTsunami https://t.co/YrzQVYzKei,"[{'text': 'Alito', 'indices': [24, 30]}, {'text': 'Kansas', 'indices': [89, 96]}, {'text': 'Abortion', 'indices': [97, 106]}, {'text': 'AbortionRights', 'indices': [107, 122]}, {'text': 'BlueTsunami', 'indices': [123, 135]}]",en,0,True,1554669411331710976,0,False,0,2022-08-03 17:45:30.863584,0,0,0.9993795156478882,0,0,0
97136231767838096695,****ung,"('Anniston', 'AL')",5112,4658,93962,2009-04-27,1554858260112576514,2022-08-03 15:54:31,590,"Despite the overwhelming  #KansasVoteNo, House and Senate Republicans still plan to introduce a National Abortion Ban if they win in November. We cannot let that happen! 

To protect your reproductive rights and freedoms, vote for Democrats.","[{'text': 'KansasVoteNo', 'indices': [26, 39]}]",en,0,True,1554853515993853952,0,False,0,2022-08-03 15:59:56.238809,0,0,0.8762106895446777,0,0,0
17548262154122100446,****dger,"('Anniston', 'AL')",4992,3725,18551,2009-05-28,1556436152139268097,2022-08-08 00:24:30,26,"This is not safe! We shouldn't have to go backward
#WomensRightsAreHumanRights 
#AbortionIsHealthcare 
#ProudBlue22 
#OurBlueVoice 

Some Women 'Self-Manage' Abortions as Access Recedes https://t.co/c88obJTNRR via @Yahoo","[{'text': 'WomensRightsAreHumanRights', 'indices': [51, 78]}, {'text': 'AbortionIsHealthcare', 'indices': [80, 101]}, {'text': 'ProudBlue22', 'indices': [103, 115]}, {'text': 'OurBlueVoice', 'indices': [117, 130]}]",en,0,True,1556317419542568960,0,False,0,2022-08-08 09:09:40.503115,0,0,0.9993027448654175,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1743,597,66456,2018-09-15,1548805345656594432,2022-07-17 23:02:24,2,"@RachelBitecofer White women have had rights far longer than Black, Indigenous and People of Color. BIPOC women have been fighting for civil rights long before Dobbs so White women need to return the favor and #VoteBlue this November.","[{'text': 'VoteBlue', 'indices': [210, 219]}]",en,0,True,1548796125150412800,0,False,0,2022-07-18 00:26:13.957204,0,0,0.7398740649223328,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1818,631,69412,2018-09-15,1551722935001415682,2022-07-26 00:15:51,3669,"Whose choice?
Texas women no longer have a choice to make their most personal decision. This is wrong! Texans need to fight back and vote for Democrats this November and vote against TxGOP. Vote them out!
#WhoseChoice #MAGAtheGood #WomensRights #TxLege https://t.co/vHyHMVbBTa","[{'text': 'WhoseChoice', 'indices': [205, 217]}, {'text': 'MAGAtheGood', 'indices': [218, 230]}, {'text': 'WomensRights', 'indices': [231, 244]}, {'text': 'TxLege', 'indices': [245, 252]}]",en,0,True,1551522653705576448,0,False,0,2022-07-26 06:15:08.718810,0,0,0.9991791844367981,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1849,681,71635,2018-09-15,1554816425000312832,2022-08-03 13:08:17,22,"@GovHolcomb Governor, women get to choose if and when we have children. Men have no business creating obstacles to women's healthcare. If you care for women-owned businesses, do not enact laws that will harm women working hard to grow the #Indiana economy. #AbortionIsHealthcare #RoeVsWade https://t.co/ElhpgadlCW","[{'text': 'Indiana', 'indices': [239, 247]}, {'text': 'AbortionIsHealthcare', 'indices': [257, 278]}, {'text': 'RoeVsWade', 'indices': [279, 289]}]",en,0,True,1540388419465105408,0,False,0,2022-08-03 18:15:29.135050,0,0,0.8534533381462097,0,0,0
40367292619896689215,*******willson,"('Anniston', 'AL')",1744,600,66916,2018-09-15,1548938862000488450,2022-07-18 07:52:57,1649,I'm tiny but a little chunky in the tummy.. I swear I'm gonna scream I'm PREGNANT  while crossing over every border and boarding every  plane!! ( I'm 54 and been fixed since 2000..  #RoeVsWade I'll take a few for the team!,"[{'text': 'RoeVsWade', 'indices': [182, 192]}]",en,0,True,1548527572258103296,0,False,0,2022-07-18 18:10:27.407177,0,0,0.9495779871940613,0,1,0
